shipment_id,decision_time,cohort,source,latest_temperature_c,measurement_age_minutes,arrival_delay_minutes,temperature_missing,temperature_count,temperature_mean_c,temperature_max_c,temperature_trend_c_per_hour,temperature_span_hours,label,label_cutoff
s-00108,2026-01-14 20:00:00+00:00,train,sensor-north,4.582,0.0,0.0,0,3,4.419666666666666,4.582,0.05699999999999994,2.0,0,2026-02-15 08:00:00+00:00
s-00107,2026-01-14 23:00:00+00:00,train,sensor-coast,5.203,60.0,5.0,0,1,5.203,5.203,,0.0,0,2026-02-15 08:00:00+00:00
s-00108,2026-01-14 23:00:00+00:00,train,sensor-north,4.348,60.0,1.0,0,2,4.6530000000000005,4.958,-0.6100000000000003,1.0,0,2026-02-15 08:00:00+00:00
s-00109,2026-01-14 23:00:00+00:00,train,sensor-central,4.522,60.0,1.0,0,2,4.0395,4.522,0.9650000000000003,1.0,0,2026-02-15 08:00:00+00:00
s-00108,2026-01-15 02:00:00+00:00,train,sensor-north,3.585,60.0,35.0,0,2,4.218,4.851,-1.266,1.0,0,2026-02-15 08:00:00+00:00
s-00109,2026-01-15 02:00:00+00:00,train,sensor-central,4.314,60.0,2.0,0,1,4.314,4.314,,0.0,0,2026-02-15 08:00:00+00:00
s-00110,2026-01-15 02:00:00+00:00,train,sensor-coast,3.937,60.0,1.0,0,2,4.251,4.565,-0.6280000000000006,1.0,0,2026-02-15 08:00:00+00:00
s-00109,2026-01-15 05:00:00+00:00,train,sensor-central,5.511,0.0,0.0,0,3,5.016666666666667,5.511,0.27,2.0,0,2026-02-15 08:00:00+00:00
s-00110,2026-01-15 05:00:00+00:00,train,sensor-coast,6.434,0.0,0.0,0,3,5.351333333333334,6.434,0.7965,2.0,0,2026-02-15 08:00:00+00:00
s-00111,2026-01-15 05:00:00+00:00,train,sensor-north,3.909,0.0,0.0,0,3,3.969333333333333,4.947,0.4284999999999999,2.0,0,2026-02-15 08:00:00+00:00
s-00110,2026-01-15 08:00:00+00:00,train,sensor-coast,8.683,60.0,2.0,0,2,8.1715,8.683,1.0229999999999997,1.0,1,2026-02-15 08:00:00+00:00
s-00111,2026-01-15 08:00:00+00:00,train,sensor-north,4.672,60.0,0.0,0,2,4.7805,4.889,-0.21700000000000053,1.0,0,2026-02-15 08:00:00+00:00
s-00112,2026-01-15 08:00:00+00:00,train,sensor-central,5.289,60.0,5.0,0,2,4.426,5.289,1.7259999999999995,1.0,0,2026-02-15 08:00:00+00:00
s-00111,2026-01-15 11:00:00+00:00,train,sensor-north,4.565,60.0,5.0,0,2,5.2255,5.886,-1.3209999999999997,1.0,0,2026-02-15 08:00:00+00:00
s-00112,2026-01-15 11:00:00+00:00,train,sensor-central,5.86,60.0,2.0,0,2,5.049,5.86,1.6219999999999999,1.0,0,2026-02-15 08:00:00+00:00
s-00113,2026-01-15 11:00:00+00:00,train,sensor-coast,4.961,60.0,35.0,0,2,4.7915,4.961,0.3390000000000004,1.0,0,2026-02-15 08:00:00+00:00
s-00112,2026-01-15 14:00:00+00:00,train,sensor-central,7.674,60.0,1.0,0,1,7.674,7.674,,0.0,1,2026-02-15 08:00:00+00:00
s-00113,2026-01-15 14:00:00+00:00,train,sensor-coast,5.016,60.0,2.0,0,2,4.6855,5.016,0.6609999999999996,1.0,0,2026-02-15 08:00:00+00:00
s-00114,2026-01-15 14:00:00+00:00,train,sensor-north,3.928,60.0,5.0,0,1,3.928,3.928,,0.0,0,2026-02-15 08:00:00+00:00
s-00113,2026-01-15 17:00:00+00:00,train,sensor-coast,4.642,0.0,0.0,0,3,4.812666666666667,5.119,-0.017499999999999627,2.0,0,2026-02-15 08:00:00+00:00
s-00114,2026-01-15 17:00:00+00:00,train,sensor-north,5.145,60.0,2.0,0,1,5.145,5.145,,0.0,0,2026-02-15 08:00:00+00:00
s-00115,2026-01-15 17:00:00+00:00,train,sensor-central,4.029,120.0,2.0,0,1,4.029,4.029,,0.0,0,2026-02-15 08:00:00+00:00
s-00114,2026-01-15 20:00:00+00:00,train,sensor-north,4.271,120.0,1.0,0,1,4.271,4.271,,0.0,0,2026-02-15 08:00:00+00:00
s-00115,2026-01-15 20:00:00+00:00,train,sensor-central,4.158,60.0,35.0,0,2,4.162000000000001,4.166,-0.008000000000000007,1.0,0,2026-02-15 08:00:00+00:00
s-00116,2026-01-15 20:00:00+00:00,train,sensor-coast,4.103,60.0,5.0,0,1,4.103,4.103,,0.0,0,2026-02-15 08:00:00+00:00
s-00115,2026-01-15 23:00:00+00:00,train,sensor-central,4.642,60.0,35.0,0,2,4.1265,4.642,1.0310000000000001,1.0,0,2026-02-15 08:00:00+00:00
s-00116,2026-01-15 23:00:00+00:00,train,sensor-coast,4.836,60.0,2.0,0,2,4.777,4.836,0.11800000000000033,1.0,0,2026-02-15 08:00:00+00:00
s-00117,2026-01-15 23:00:00+00:00,train,sensor-north,4.63,60.0,35.0,0,2,4.464,4.63,0.33199999999999985,1.0,0,2026-02-15 08:00:00+00:00
s-00116,2026-01-16 02:00:00+00:00,train,sensor-coast,5.479,60.0,1.0,0,2,4.9864999999999995,5.479,0.9850000000000003,1.0,0,2026-02-15 08:00:00+00:00
s-00117,2026-01-16 02:00:00+00:00,train,sensor-north,4.534,60.0,35.0,0,2,4.497999999999999,4.534,0.07200000000000006,1.0,0,2026-02-15 08:00:00+00:00
s-00118,2026-01-16 02:00:00+00:00,train,sensor-central,4.422,120.0,2.0,0,1,4.422,4.422,,0.0,0,2026-02-15 08:00:00+00:00
s-00117,2026-01-16 05:00:00+00:00,train,sensor-north,4.398,60.0,2.0,0,2,4.592499999999999,4.787,-0.38900000000000023,1.0,0,2026-02-15 08:00:00+00:00
s-00118,2026-01-16 05:00:00+00:00,train,sensor-central,5.189,60.0,2.0,0,2,4.6985,5.189,0.9809999999999999,1.0,0,2026-02-15 08:00:00+00:00
s-00119,2026-01-16 05:00:00+00:00,train,sensor-coast,4.985,120.0,1.0,0,1,4.985,4.985,,0.0,0,2026-02-15 08:00:00+00:00
s-00118,2026-01-16 08:00:00+00:00,train,sensor-central,4.333,60.0,5.0,0,1,4.333,4.333,,0.0,0,2026-02-15 08:00:00+00:00
s-00119,2026-01-16 08:00:00+00:00,train,sensor-coast,4.275,60.0,0.0,0,2,4.4015,4.528,-0.2529999999999992,1.0,0,2026-02-15 08:00:00+00:00
s-00120,2026-01-16 08:00:00+00:00,train,sensor-north,4.415,120.0,35.0,0,1,4.415,4.415,,0.0,0,2026-02-15 08:00:00+00:00
s-00119,2026-01-16 11:00:00+00:00,train,sensor-coast,4.592,0.0,0.0,0,2,5.1845,5.777,-1.1850000000000005,1.0,0,2026-02-15 08:00:00+00:00
s-00120,2026-01-16 11:00:00+00:00,train,sensor-north,6.055,60.0,0.0,0,1,6.055,6.055,,0.0,0,2026-02-15 08:00:00+00:00
s-00121,2026-01-16 11:00:00+00:00,train,sensor-central,5.228,60.0,5.0,0,1,5.228,5.228,,0.0,0,2026-02-15 08:00:00+00:00
s-00120,2026-01-16 14:00:00+00:00,train,sensor-north,4.194,0.0,0.0,0,3,5.219,5.884,-0.8450000000000002,2.0,0,2026-02-15 08:00:00+00:00
s-00121,2026-01-16 14:00:00+00:00,train,sensor-central,5.602,60.0,5.0,0,2,4.909000000000001,5.602,1.3860000000000001,1.0,0,2026-02-15 08:00:00+00:00
s-00122,2026-01-16 14:00:00+00:00,train,sensor-coast,5.863,60.0,35.0,0,1,5.863,5.863,,0.0,0,2026-02-15 08:00:00+00:00
s-00121,2026-01-16 17:00:00+00:00,train,sensor-central,4.648,60.0,0.0,0,2,4.8655,5.083,-0.4350000000000005,1.0,0,2026-02-15 08:00:00+00:00
s-00122,2026-01-16 17:00:00+00:00,train,sensor-coast,5.425,60.0,2.0,0,2,5.105,5.425,0.6399999999999997,1.0,0,2026-02-15 08:00:00+00:00
s-00123,2026-01-16 17:00:00+00:00,train,sensor-north,4.469,60.0,35.0,0,2,4.618,4.767,-0.29800000000000004,1.0,0,2026-02-15 08:00:00+00:00
s-00122,2026-01-16 20:00:00+00:00,train,sensor-coast,3.755,60.0,2.0,0,2,4.118,4.481,-0.726,1.0,0,2026-02-15 08:00:00+00:00
s-00123,2026-01-16 20:00:00+00:00,train,sensor-north,5.056,60.0,2.0,0,1,5.056,5.056,,0.0,0,2026-02-15 08:00:00+00:00
s-00124,2026-01-16 20:00:00+00:00,train,sensor-central,5.281,0.0,0.0,0,3,4.766,5.281,0.5964999999999998,2.0,0,2026-02-15 08:00:00+00:00
s-00123,2026-01-16 23:00:00+00:00,train,sensor-north,8.158,60.0,35.0,0,2,7.8705,8.158,0.5749999999999993,1.0,1,2026-02-15 08:00:00+00:00
s-00124,2026-01-16 23:00:00+00:00,train,sensor-central,4.683,60.0,2.0,0,2,4.9915,5.3,-0.617,1.0,0,2026-02-15 08:00:00+00:00
s-00125,2026-01-16 23:00:00+00:00,train,sensor-coast,4.008,60.0,5.0,0,2,4.5440000000000005,5.08,-1.072,1.0,0,2026-02-15 08:00:00+00:00
s-00124,2026-01-17 02:00:00+00:00,train,sensor-central,4.981,120.0,1.0,0,1,4.981,4.981,,0.0,0,2026-02-15 08:00:00+00:00
s-00125,2026-01-17 02:00:00+00:00,train,sensor-coast,5.291,60.0,2.0,0,1,5.291,5.291,,0.0,0,2026-02-15 08:00:00+00:00
s-00126,2026-01-17 02:00:00+00:00,train,sensor-north,4.376,60.0,1.0,0,2,4.8765,5.377,-1.0009999999999994,1.0,0,2026-02-15 08:00:00+00:00
s-00125,2026-01-17 05:00:00+00:00,train,sensor-coast,7.959,120.0,5.0,0,1,7.959,7.959,,0.0,1,2026-02-15 08:00:00+00:00
s-00126,2026-01-17 05:00:00+00:00,train,sensor-north,4.95,120.0,1.0,0,1,4.95,4.95,,0.0,0,2026-02-15 08:00:00+00:00
s-00127,2026-01-17 05:00:00+00:00,train,sensor-central,4.17,0.0,0.0,0,3,4.534,5.183,-0.03949999999999987,2.0,0,2026-02-15 08:00:00+00:00
s-00126,2026-01-17 08:00:00+00:00,train,sensor-north,4.321,60.0,1.0,0,2,4.1635,4.321,0.3149999999999995,1.0,0,2026-02-15 08:00:00+00:00
s-00127,2026-01-17 08:00:00+00:00,train,sensor-central,4.904,60.0,5.0,0,2,4.4864999999999995,4.904,0.835,1.0,0,2026-02-15 08:00:00+00:00
s-00128,2026-01-17 08:00:00+00:00,train,sensor-coast,4.916,60.0,0.0,0,2,4.8475,4.916,0.13700000000000045,1.0,0,2026-02-15 08:00:00+00:00
s-00127,2026-01-17 11:00:00+00:00,train,sensor-central,4.496,60.0,5.0,0,2,5.194000000000001,5.892,-1.396,1.0,0,2026-02-15 08:00:00+00:00
s-00128,2026-01-17 11:00:00+00:00,train,sensor-coast,5.015,60.0,5.0,0,1,5.015,5.015,,0.0,0,2026-02-15 08:00:00+00:00
s-00129,2026-01-17 11:00:00+00:00,train,sensor-north,4.832,60.0,0.0,0,1,4.832,4.832,,0.0,0,2026-02-15 08:00:00+00:00
s-00128,2026-01-17 14:00:00+00:00,train,sensor-coast,5.577,60.0,1.0,0,2,4.77,5.577,1.6139999999999999,1.0,0,2026-02-15 08:00:00+00:00
s-00129,2026-01-17 14:00:00+00:00,train,sensor-north,4.203,120.0,35.0,0,1,4.203,4.203,,0.0,0,2026-02-15 08:00:00+00:00
s-00130,2026-01-17 14:00:00+00:00,train,sensor-central,3.931,60.0,1.0,0,2,4.1935,4.456,-0.5250000000000004,1.0,0,2026-02-15 08:00:00+00:00
s-00129,2026-01-17 17:00:00+00:00,train,sensor-north,5.01,60.0,0.0,0,2,5.0055,5.01,0.008999999999999453,1.0,0,2026-02-15 08:00:00+00:00
s-00130,2026-01-17 17:00:00+00:00,train,sensor-central,5.043,0.0,0.0,0,2,5.0415,5.043,0.0015000000000000568,2.0,0,2026-02-15 08:00:00+00:00
s-00131,2026-01-17 17:00:00+00:00,train,sensor-coast,4.051,60.0,1.0,0,2,3.9855,4.051,0.13100000000000023,1.0,0,2026-02-15 08:00:00+00:00
s-00130,2026-01-17 20:00:00+00:00,train,sensor-central,5.87,60.0,5.0,0,2,5.0675,5.87,1.6050000000000004,1.0,0,2026-02-15 08:00:00+00:00
s-00131,2026-01-17 20:00:00+00:00,train,sensor-coast,4.675,0.0,0.0,0,3,4.609333333333334,4.675,0.035499999999999865,2.0,0,2026-02-15 08:00:00+00:00
s-00132,2026-01-17 20:00:00+00:00,train,sensor-north,5.473,60.0,2.0,0,2,4.7895,5.473,1.367,1.0,0,2026-02-15 08:00:00+00:00
s-00131,2026-01-17 23:00:00+00:00,train,sensor-coast,4.868,60.0,1.0,0,2,4.9645,5.061,-0.19299999999999962,1.0,0,2026-02-15 08:00:00+00:00
s-00132,2026-01-17 23:00:00+00:00,train,sensor-north,4.648,60.0,2.0,0,2,4.855,5.062,-0.4140000000000006,1.0,0,2026-02-15 08:00:00+00:00
s-00133,2026-01-17 23:00:00+00:00,train,sensor-central,4.543,60.0,35.0,0,2,4.461,4.543,0.1640000000000006,1.0,0,2026-02-15 08:00:00+00:00
s-00132,2026-01-18 02:00:00+00:00,train,sensor-north,4.953,60.0,5.0,0,2,4.905,4.953,0.09600000000000009,1.0,0,2026-02-15 08:00:00+00:00
s-00133,2026-01-18 02:00:00+00:00,train,sensor-central,4.905,60.0,2.0,0,2,4.95,4.995,-0.08999999999999986,1.0,0,2026-02-15 08:00:00+00:00
s-00134,2026-01-18 02:00:00+00:00,train,sensor-coast,5.239,60.0,0.0,0,2,4.6235,5.239,1.2309999999999999,1.0,0,2026-02-15 08:00:00+00:00
s-00133,2026-01-18 05:00:00+00:00,train,sensor-central,4.915,0.0,0.0,0,3,4.573333333333333,4.915,0.34350000000000014,2.0,0,2026-02-15 08:00:00+00:00
s-00134,2026-01-18 05:00:00+00:00,train,sensor-coast,6.251,60.0,35.0,0,2,5.7,6.251,1.1020000000000003,1.0,0,2026-02-15 08:00:00+00:00
s-00135,2026-01-18 05:00:00+00:00,train,sensor-north,4.674,120.0,5.0,0,1,4.674,4.674,,0.0,0,2026-02-15 08:00:00+00:00
s-00134,2026-01-18 08:00:00+00:00,train,sensor-coast,7.742,60.0,35.0,0,1,7.742,7.742,,0.0,1,2026-02-15 08:00:00+00:00
s-00135,2026-01-18 08:00:00+00:00,train,sensor-north,4.93,60.0,35.0,0,1,4.93,4.93,,0.0,0,2026-02-15 08:00:00+00:00
s-00136,2026-01-18 08:00:00+00:00,train,sensor-central,4.06,60.0,2.0,0,1,4.06,4.06,,0.0,0,2026-02-15 08:00:00+00:00
s-00135,2026-01-18 11:00:00+00:00,train,sensor-north,3.847,180.0,35.0,0,0,,,,,0,2026-02-15 08:00:00+00:00
s-00136,2026-01-18 11:00:00+00:00,train,sensor-central,4.591,60.0,35.0,0,2,4.3165,4.591,0.5490000000000004,1.0,0,2026-02-15 08:00:00+00:00
s-00137,2026-01-18 11:00:00+00:00,train,sensor-coast,5.218,60.0,2.0,0,1,5.218,5.218,,0.0,0,2026-02-15 08:00:00+00:00
s-00136,2026-01-18 14:00:00+00:00,train,sensor-central,4.655,60.0,2.0,0,2,5.16,5.665,-1.0099999999999998,1.0,0,2026-02-15 08:00:00+00:00
s-00137,2026-01-18 14:00:00+00:00,train,sensor-coast,5.017,0.0,0.0,0,3,4.112,5.017,0.9245000000000001,2.0,0,2026-02-15 08:00:00+00:00
s-00138,2026-01-18 14:00:00+00:00,train,sensor-north,5.284,60.0,1.0,0,2,4.952500000000001,5.284,0.6629999999999994,1.0,0,2026-02-15 08:00:00+00:00
s-00137,2026-01-18 17:00:00+00:00,train,sensor-coast,4.325,60.0,0.0,0,2,4.4445,4.564,-0.23899999999999988,1.0,0,2026-02-15 08:00:00+00:00
s-00138,2026-01-18 17:00:00+00:00,train,sensor-north,5.084,60.0,0.0,0,1,5.084,5.084,,0.0,0,2026-02-15 08:00:00+00:00
s-00139,2026-01-18 17:00:00+00:00,train,sensor-central,4.595,60.0,1.0,0,2,4.3675,4.595,0.45500000000000007,1.0,0,2026-02-15 08:00:00+00:00
s-00138,2026-01-18 20:00:00+00:00,train,sensor-north,3.608,60.0,1.0,0,2,4.1555,4.703,-1.0950000000000002,1.0,0,2026-02-15 08:00:00+00:00
s-00139,2026-01-18 20:00:00+00:00,train,sensor-central,3.52,0.0,0.0,0,3,3.763333333333333,4.031,-0.25549999999999984,2.0,0,2026-02-15 08:00:00+00:00
s-00140,2026-01-18 20:00:00+00:00,train,sensor-coast,3.986,60.0,0.0,0,2,3.6545,3.986,0.6630000000000003,1.0,0,2026-02-15 08:00:00+00:00
s-00139,2026-01-18 23:00:00+00:00,train,sensor-central,5.086,60.0,5.0,0,2,4.748,5.086,0.6760000000000002,1.0,0,2026-02-15 08:00:00+00:00
s-00140,2026-01-18 23:00:00+00:00,train,sensor-coast,4.427,60.0,5.0,0,1,4.427,4.427,,0.0,0,2026-02-15 08:00:00+00:00
s-00141,2026-01-18 23:00:00+00:00,train,sensor-north,4.333,120.0,1.0,0,1,4.333,4.333,,0.0,0,2026-02-15 08:00:00+00:00
s-00140,2026-01-19 02:00:00+00:00,train,sensor-coast,5.584,120.0,0.0,0,1,5.584,5.584,,0.0,0,2026-02-15 08:00:00+00:00
s-00141,2026-01-19 02:00:00+00:00,train,sensor-north,4.343,60.0,35.0,0,2,4.88,5.417,-1.0739999999999998,1.0,0,2026-02-15 08:00:00+00:00
s-00142,2026-01-19 02:00:00+00:00,train,sensor-central,4.54,0.0,0.0,0,3,4.562333333333333,4.709,0.051000000000000156,2.0,0,2026-02-15 08:00:00+00:00
s-00141,2026-01-19 05:00:00+00:00,train,sensor-north,4.917,60.0,2.0,0,2,4.9045000000000005,4.917,0.024999999999999467,1.0,0,2026-02-15 08:00:00+00:00
s-00142,2026-01-19 05:00:00+00:00,train,sensor-central,5.582,60.0,1.0,0,1,5.582,5.582,,0.0,0,2026-02-15 08:00:00+00:00
s-00143,2026-01-19 05:00:00+00:00,train,sensor-coast,3.723,60.0,0.0,0,2,4.234,4.745,-1.0220000000000002,1.0,0,2026-02-15 08:00:00+00:00
s-00142,2026-01-19 08:00:00+00:00,train,sensor-central,8.052,60.0,2.0,0,2,7.932,8.052,0.23999999999999932,1.0,1,2026-02-15 08:00:00+00:00
s-00143,2026-01-19 08:00:00+00:00,train,sensor-coast,5.247,60.0,0.0,0,2,4.7755,5.247,0.9429999999999996,1.0,0,2026-02-15 08:00:00+00:00
s-00144,2026-01-19 08:00:00+00:00,train,sensor-north,4.688,120.0,5.0,0,1,4.688,4.688,,0.0,0,2026-02-15 08:00:00+00:00
s-00143,2026-01-19 11:00:00+00:00,train,sensor-coast,4.837,60.0,5.0,0,2,4.9239999999999995,5.011,-0.17400000000000038,1.0,0,2026-02-15 08:00:00+00:00
s-00144,2026-01-19 11:00:00+00:00,train,sensor-north,5.166,60.0,35.0,0,2,4.7135,5.166,0.9050000000000002,1.0,0,2026-02-15 08:00:00+00:00
s-00145,2026-01-19 11:00:00+00:00,train,sensor-central,4.184,60.0,2.0,0,1,4.184,4.184,,0.0,0,2026-02-15 08:00:00+00:00
s-00144,2026-01-19 14:00:00+00:00,train,sensor-north,8.392,60.0,35.0,0,2,7.744999999999999,8.392,1.2939999999999996,1.0,1,2026-02-15 08:00:00+00:00
s-00145,2026-01-19 14:00:00+00:00,train,sensor-central,4.813,60.0,0.0,0,2,4.3625,4.813,0.9009999999999998,1.0,0,2026-02-15 08:00:00+00:00
s-00146,2026-01-19 14:00:00+00:00,train,sensor-coast,4.167,120.0,0.0,0,1,4.167,4.167,,0.0,0,2026-02-15 08:00:00+00:00
s-00145,2026-01-19 17:00:00+00:00,train,sensor-central,8.201,60.0,35.0,0,2,7.6585,8.201,1.0850000000000009,1.0,1,2026-02-15 08:00:00+00:00
s-00146,2026-01-19 17:00:00+00:00,train,sensor-coast,4.721,60.0,2.0,0,2,4.921,5.121,-0.40000000000000036,1.0,0,2026-02-15 08:00:00+00:00
s-00147,2026-01-19 17:00:00+00:00,train,sensor-north,5.165,60.0,5.0,0,2,5.1155,5.165,0.0990000000000002,1.0,0,2026-02-15 08:00:00+00:00
s-00146,2026-01-19 20:00:00+00:00,train,sensor-coast,4.452,60.0,1.0,0,2,4.4745,4.497,-0.04499999999999993,1.0,0,2026-02-15 08:00:00+00:00
s-00147,2026-01-19 20:00:00+00:00,train,sensor-north,4.632,60.0,5.0,0,2,4.987,5.342,-0.71,1.0,0,2026-02-15 08:00:00+00:00
s-00148,2026-01-19 20:00:00+00:00,train,sensor-central,4.259,60.0,1.0,0,2,4.481,4.703,-0.44399999999999995,1.0,0,2026-02-15 08:00:00+00:00
s-00147,2026-01-19 23:00:00+00:00,train,sensor-north,4.297,0.0,0.0,0,2,4.922,5.547,-1.25,1.0,0,2026-02-15 08:00:00+00:00
s-00148,2026-01-19 23:00:00+00:00,train,sensor-central,4.394,60.0,5.0,0,1,4.394,4.394,,0.0,0,2026-02-15 08:00:00+00:00
s-00149,2026-01-19 23:00:00+00:00,train,sensor-coast,4.905,120.0,1.0,0,1,4.905,4.905,,0.0,0,2026-02-15 08:00:00+00:00
s-00148,2026-01-20 02:00:00+00:00,train,sensor-central,5.581,0.0,0.0,0,2,5.4345,5.581,0.29300000000000015,1.0,0,2026-02-15 08:00:00+00:00
s-00149,2026-01-20 02:00:00+00:00,train,sensor-coast,4.292,60.0,0.0,0,2,4.3945,4.497,-0.20500000000000007,1.0,0,2026-02-15 08:00:00+00:00
s-00150,2026-01-20 02:00:00+00:00,train,sensor-north,3.838,60.0,2.0,0,2,4.1555,4.473,-0.6349999999999998,1.0,0,2026-02-15 08:00:00+00:00
s-00149,2026-01-20 05:00:00+00:00,train,sensor-coast,3.778,60.0,0.0,0,2,4.7145,5.651,-1.8729999999999998,1.0,0,2026-02-15 08:00:00+00:00
s-00150,2026-01-20 05:00:00+00:00,train,sensor-north,6.301,60.0,1.0,0,2,5.295,6.301,2.0120000000000005,1.0,0,2026-02-15 08:00:00+00:00
s-00151,2026-01-20 05:00:00+00:00,train,sensor-central,4.194,120.0,5.0,0,1,4.194,4.194,,0.0,0,2026-02-15 08:00:00+00:00
s-00150,2026-01-20 08:00:00+00:00,train,sensor-north,8.667,60.0,1.0,0,2,8.1555,8.667,1.0229999999999997,1.0,1,2026-02-15 08:00:00+00:00
s-00151,2026-01-20 08:00:00+00:00,train,sensor-central,5.973,0.0,0.0,0,2,5.4635,5.973,0.5095000000000001,2.0,0,2026-02-15 08:00:00+00:00
s-00152,2026-01-20 08:00:00+00:00,train,sensor-coast,4.684,60.0,0.0,0,2,5.0329999999999995,5.382,-0.6979999999999995,1.0,0,2026-02-15 08:00:00+00:00
s-00151,2026-01-20 11:00:00+00:00,train,sensor-central,7.799,60.0,1.0,0,2,7.5605,7.799,0.4770000000000003,1.0,1,2026-02-15 08:00:00+00:00
s-00152,2026-01-20 11:00:00+00:00,train,sensor-coast,4.088,120.0,35.0,0,1,4.088,4.088,,0.0,0,2026-02-15 08:00:00+00:00
s-00153,2026-01-20 11:00:00+00:00,train,sensor-north,4.595,120.0,5.0,0,1,4.595,4.595,,0.0,0,2026-02-15 08:00:00+00:00
s-00152,2026-01-20 14:00:00+00:00,train,sensor-coast,4.038,60.0,35.0,0,2,4.3985,4.759,-0.7210000000000001,1.0,0,2026-02-15 08:00:00+00:00
s-00153,2026-01-20 14:00:00+00:00,train,sensor-north,5.23,60.0,2.0,0,2,4.5785,5.23,1.3030000000000004,1.0,0,2026-02-15 08:00:00+00:00
s-00154,2026-01-20 14:00:00+00:00,train,sensor-central,5.841,0.0,0.0,0,3,4.988666666666667,5.841,0.8180000000000001,2.0,0,2026-02-15 08:00:00+00:00
s-00153,2026-01-20 17:00:00+00:00,train,sensor-north,4.797,60.0,35.0,0,1,4.797,4.797,,0.0,0,2026-02-15 08:00:00+00:00
s-00154,2026-01-20 17:00:00+00:00,train,sensor-central,5.306,60.0,0.0,0,2,4.9905,5.306,0.6310000000000002,1.0,0,2026-02-15 08:00:00+00:00
s-00155,2026-01-20 17:00:00+00:00,train,sensor-coast,4.446,60.0,0.0,0,2,4.332,4.446,0.22799999999999976,1.0,0,2026-02-15 08:00:00+00:00
s-00154,2026-01-20 20:00:00+00:00,train,sensor-central,8.42,60.0,1.0,0,2,8.0905,8.42,0.6589999999999998,1.0,1,2026-02-15 08:00:00+00:00
s-00155,2026-01-20 20:00:00+00:00,train,sensor-coast,5.3,60.0,0.0,0,2,4.591,5.3,1.4179999999999997,1.0,0,2026-02-15 08:00:00+00:00
s-00156,2026-01-20 20:00:00+00:00,train,sensor-north,3.545,120.0,2.0,0,1,3.545,3.545,,0.0,0,2026-02-15 08:00:00+00:00
s-00155,2026-01-20 23:00:00+00:00,train,sensor-coast,4.829,60.0,2.0,0,2,4.670999999999999,4.829,0.31599999999999984,1.0,0,2026-02-15 08:00:00+00:00
s-00156,2026-01-20 23:00:00+00:00,train,sensor-north,4.195,60.0,1.0,0,2,4.6935,5.192,-0.9969999999999999,1.0,0,2026-02-15 08:00:00+00:00
s-00157,2026-01-20 23:00:00+00:00,train,sensor-central,5.145,0.0,0.0,0,3,4.827,5.145,0.3014999999999999,2.0,0,2026-02-15 08:00:00+00:00
s-00156,2026-01-21 02:00:00+00:00,train,sensor-north,4.699,60.0,0.0,0,1,4.699,4.699,,0.0,0,2026-02-15 08:00:00+00:00
s-00157,2026-01-21 02:00:00+00:00,train,sensor-central,5.085,60.0,1.0,0,2,4.647,5.085,0.8760000000000003,1.0,0,2026-02-15 08:00:00+00:00
s-00158,2026-01-21 02:00:00+00:00,train,sensor-coast,5.189,60.0,0.0,0,1,5.189,5.189,,0.0,0,2026-02-15 08:00:00+00:00
s-00157,2026-01-21 05:00:00+00:00,train,sensor-central,4.458,60.0,1.0,0,2,4.3835,4.458,0.14900000000000002,1.0,0,2026-02-15 08:00:00+00:00
s-00158,2026-01-21 05:00:00+00:00,train,sensor-coast,4.666,60.0,2.0,0,1,4.666,4.666,,0.0,0,2026-02-15 08:00:00+00:00
s-00159,2026-01-21 05:00:00+00:00,train,sensor-north,4.12,60.0,0.0,0,1,4.12,4.12,,0.0,0,2026-02-15 08:00:00+00:00
s-00158,2026-01-21 08:00:00+00:00,train,sensor-coast,4.99,60.0,2.0,0,2,4.987500000000001,4.99,0.004999999999999893,1.0,0,2026-02-15 08:00:00+00:00
s-00159,2026-01-21 08:00:00+00:00,train,sensor-north,5.422,60.0,35.0,0,2,5.411,5.422,0.021999999999999353,1.0,0,2026-02-15 08:00:00+00:00
s-00160,2026-01-21 08:00:00+00:00,train,sensor-central,3.758,60.0,35.0,0,2,3.964,4.17,-0.4119999999999999,1.0,0,2026-02-15 08:00:00+00:00
s-00159,2026-01-21 11:00:00+00:00,train,sensor-north,9.004,0.0,0.0,0,2,8.0685,9.004,0.9354999999999998,2.0,1,2026-02-15 08:00:00+00:00
s-00160,2026-01-21 11:00:00+00:00,train,sensor-central,5.072,60.0,0.0,0,2,4.5215,5.072,1.101,1.0,0,2026-02-15 08:00:00+00:00
s-00161,2026-01-21 11:00:00+00:00,train,sensor-coast,5.09,60.0,35.0,0,2,4.9805,5.09,0.21899999999999942,1.0,0,2026-02-15 08:00:00+00:00
s-00160,2026-01-21 14:00:00+00:00,train,sensor-central,4.549,60.0,2.0,0,2,4.750500000000001,4.952,-0.4029999999999996,1.0,0,2026-02-15 08:00:00+00:00
s-00161,2026-01-21 14:00:00+00:00,train,sensor-coast,4.247,60.0,0.0,0,1,4.247,4.247,,0.0,0,2026-02-15 08:00:00+00:00
s-00162,2026-01-21 14:00:00+00:00,train,sensor-north,3.379,60.0,35.0,0,2,3.5395000000000003,3.7,-0.3210000000000002,1.0,0,2026-02-15 08:00:00+00:00
