file_row,device_time,event_id,kind,payload,received_at,revision,shipment_id,source,value,payload.firmware,payload.correction,device_time_utc,received_at_utc
4769,2026-02-02T17:00:00Z,s-00261-temp-02,temperature_c,"{""firmware"":""4.8.1""}",2026-02-02T17:35:00Z,1,s-00261,sensor-north,3.959,4.8.1,,2026-02-02 17:00:00+00:00,2026-02-02 17:35:00+00:00
4770,2026-02-02T15:00:00Z,s-00259-temp-06,temperature_c,"{""firmware"":""4.8.1""}",2026-02-02T18:00:00Z,1,s-00259,sensor-central,4.541,4.8.1,,2026-02-02 15:00:00+00:00,2026-02-02 18:00:00+00:00
4771,2026-02-02T18:00:00Z,s-00258-temp-12,temperature_c,"{""firmware"":""4.8.1""}",2026-02-02T18:05:00Z,1,s-00258,sensor-north,4.105,4.8.1,,2026-02-02 18:00:00+00:00,2026-02-02 18:05:00+00:00
4772,2026-02-02T18:00:00Z,s-00260-temp-06,temperature_c,"{""firmware"":""4.7.9""}",2026-02-02T18:05:00Z,1,s-00260,sensor-coast,4.984,4.7.9,,2026-02-02 18:00:00+00:00,2026-02-02 18:05:00+00:00
4773,2026-02-02T18:00:00Z,s-00262-temp-00,temperature_c,"{""firmware"":""4.8.1""}",2026-02-02T18:05:00Z,1,s-00262,sensor-central,3.764,4.8.1,,2026-02-02 18:00:00+00:00,2026-02-02 18:05:00+00:00
4774,2026-02-02T18:00:00Z,s-00257-temp-15,temperature_c,"{""firmware"":""4.8.1""}",2026-02-02T18:35:00Z,1,s-00257,sensor-coast,5.09,4.8.1,,2026-02-02 18:00:00+00:00,2026-02-02 18:35:00+00:00
4775,2026-02-02T18:00:00Z,s-00259-temp-09,temperature_c,"{""firmware"":""4.8.1""}",2026-02-02T18:35:00Z,1,s-00259,sensor-central,4.083,4.8.1,,2026-02-02 18:00:00+00:00,2026-02-02 18:35:00+00:00
4776,2026-02-02T18:00:00Z,s-00261-temp-03,temperature_c,"{""firmware"":""4.8.1""}",2026-02-02T18:35:00Z,1,s-00261,sensor-north,4.871,4.8.1,,2026-02-02 18:00:00+00:00,2026-02-02 18:35:00+00:00
4777,2026-02-02T19:00:00Z,s-00261-temp-04,temperature_c,"{""firmware"":""4.8.1""}",2026-02-02T19:01:00Z,1,s-00261,sensor-north,2.614,4.8.1,,2026-02-02 19:00:00+00:00,2026-02-02 19:01:00+00:00
4778,2026-02-02T19:00:00Z,s-00261-temp-04,temperature_c,"{""firmware"":""4.8.1""}",2026-02-02T19:01:00Z,1,s-00261,sensor-north,2.614,4.8.1,,2026-02-02 19:00:00+00:00,2026-02-02 19:01:00+00:00
4779,2026-02-02T19:00:00Z,s-00258-temp-13,temperature_c,"{""firmware"":""4.8.1""}",2026-02-02T19:02:00Z,1,s-00258,sensor-north,4.5,4.8.1,,2026-02-02 19:00:00+00:00,2026-02-02 19:02:00+00:00
4780,2026-02-02T19:00:00Z,s-00262-temp-01,temperature_c,"{""firmware"":""4.8.1""}",2026-02-02T19:35:00Z,1,s-00262,sensor-central,3.657,4.8.1,,2026-02-02 19:00:00+00:00,2026-02-02 19:35:00+00:00
4781,2026-02-02T20:00:00Z,s-00262-temp-02,temperature_c,"{""firmware"":""4.8.1""}",2026-02-02T20:00:00Z,1,s-00262,sensor-central,3.145,4.8.1,,2026-02-02 20:00:00+00:00,2026-02-02 20:00:00+00:00
4782,2026-02-02T20:00:00Z,s-00261-temp-05,temperature_c,"{""firmware"":""4.8.1""}",2026-02-02T20:05:00Z,1,s-00261,sensor-north,4.061,4.8.1,,2026-02-02 20:00:00+00:00,2026-02-02 20:05:00+00:00
4783,2026-02-02T20:00:00Z,s-00258-temp-14,temperature_c,"{""firmware"":""4.8.1""}",2026-02-02T20:35:00Z,1,s-00258,sensor-north,4.945,4.8.1,,2026-02-02 20:00:00+00:00,2026-02-02 20:35:00+00:00
4784,2026-02-02T21:00:00Z,s-00260-temp-09,temperature_c,"{""firmware"":""4.7.9""}",2026-02-02T21:00:00Z,1,s-00260,sensor-coast,4.72,4.7.9,,2026-02-02 21:00:00+00:00,2026-02-02 21:00:00+00:00
4785,2026-02-02T21:00:00Z,s-00259-temp-12,temperature_c,"{""firmware"":""4.8.1""}",2026-02-02T21:01:00Z,1,s-00259,sensor-central,3.626,4.8.1,,2026-02-02 21:00:00+00:00,2026-02-02 21:01:00+00:00
4786,2026-02-02T21:00:00Z,s-00261-temp-06,temperature_c,"{""firmware"":""4.8.1""}",2026-02-02T21:01:00Z,1,s-00261,sensor-north,4.01,4.8.1,,2026-02-02 21:00:00+00:00,2026-02-02 21:01:00+00:00
4787,2026-02-02T21:00:00Z,s-00263-temp-00,temperature_c,"{""firmware"":""4.8.1""}",2026-02-02T21:01:00Z,1,s-00263,sensor-coast,3.172,4.8.1,,2026-02-02 21:00:00+00:00,2026-02-02 21:01:00+00:00
4788,2026-02-02T21:00:00Z,s-00258-temp-15,temperature_c,"{""firmware"":""4.8.1""}",2026-02-02T21:02:00Z,1,s-00258,sensor-north,4.843,4.8.1,,2026-02-02 21:00:00+00:00,2026-02-02 21:02:00+00:00
4789,2026-02-02T21:00:00Z,s-00262-temp-03,temperature_c,"{""firmware"":""4.8.1""}",2026-02-02T21:05:00Z,1,s-00262,sensor-central,4.905,4.8.1,,2026-02-02 21:00:00+00:00,2026-02-02 21:05:00+00:00
4790,2026-02-02T19:00:00Z,s-00259-temp-10,temperature_c,"{""firmware"":""4.8.1""}",2026-02-02T22:00:00Z,1,s-00259,sensor-central,4.199,4.8.1,,2026-02-02 19:00:00+00:00,2026-02-02 22:00:00+00:00
4791,2026-02-02T19:00:00Z,s-00260-temp-07,temperature_c,"{""firmware"":""4.7.9""}",2026-02-02T22:00:00Z,1,s-00260,sensor-coast,3.713,4.7.9,,2026-02-02 19:00:00+00:00,2026-02-02 22:00:00+00:00
4792,2026-02-02T22:00:00Z,s-00261-temp-07,temperature_c,"{""firmware"":""4.8.1""}",2026-02-02T22:01:00Z,1,s-00261,sensor-north,3.216,4.8.1,,2026-02-02 22:00:00+00:00,2026-02-02 22:01:00+00:00
4793,2026-02-02T22:00:00Z,s-00262-temp-04,temperature_c,"{""firmware"":""4.8.1""}",2026-02-02T22:01:00Z,1,s-00262,sensor-central,3.407,4.8.1,,2026-02-02 22:00:00+00:00,2026-02-02 22:01:00+00:00
4794,2026-02-02T22:00:00Z,s-00262-temp-04,temperature_c,"{""firmware"":""4.8.1""}",2026-02-02T22:01:00Z,1,s-00262,sensor-central,3.407,4.8.1,,2026-02-02 22:00:00+00:00,2026-02-02 22:01:00+00:00
4795,2026-02-02T22:00:00Z,s-00259-temp-13,temperature_c,"{""firmware"":""4.8.1""}",2026-02-02T22:02:00Z,1,s-00259,sensor-central,5.451,4.8.1,,2026-02-02 22:00:00+00:00,2026-02-02 22:02:00+00:00
4796,2026-02-02T22:00:00Z,s-00260-temp-10,temperature_c,"{""firmware"":""4.7.9""}",2026-02-02T22:02:00Z,1,s-00260,sensor-coast,5.075,4.7.9,,2026-02-02 22:00:00+00:00,2026-02-02 22:02:00+00:00
4797,2026-02-02T22:00:00Z,s-00263-temp-01,temperature_c,"{""firmware"":""4.8.1""}",2026-02-02T22:35:00Z,1,s-00263,sensor-coast,5.098,4.8.1,,2026-02-02 22:00:00+00:00,2026-02-02 22:35:00+00:00
4798,2026-02-02T23:00:00Z,s-00262-temp-05,temperature_c,"{""firmware"":""4.8.1""}",2026-02-02T23:00:00Z,1,s-00262,sensor-central,4.111,4.8.1,,2026-02-02 23:00:00+00:00,2026-02-02 23:00:00+00:00
4799,2026-02-02T20:00:00Z,s-00259-temp-11,temperature_c,"{""firmware"":""4.8.1""}",2026-02-02T23:00:00Z,1,s-00259,sensor-central,4.527,4.8.1,,2026-02-02 20:00:00+00:00,2026-02-02 23:00:00+00:00
4800,2026-02-02T20:00:00Z,s-00260-temp-08,temperature_c,"{""firmware"":""4.7.9""}",2026-02-02T23:00:00Z,1,s-00260,sensor-coast,3.943,4.7.9,,2026-02-02 20:00:00+00:00,2026-02-02 23:00:00+00:00
4801,2026-02-02T20:00:00Z,s-00259-temp-11,temperature_c,"{""firmware"":""4.8.1""}",2026-02-02T23:00:00Z,1,s-00259,sensor-central,4.527,4.8.1,,2026-02-02 20:00:00+00:00,2026-02-02 23:00:00+00:00
4802,2026-02-02T23:00:00Z,s-00259-temp-14,temperature_c,"{""firmware"":""4.8.1""}",2026-02-02T23:02:00Z,1,s-00259,sensor-central,4.654,4.8.1,,2026-02-02 23:00:00+00:00,2026-02-02 23:02:00+00:00
4803,2026-02-02T23:00:00Z,s-00260-temp-11,temperature_c,"{""firmware"":""4.7.9""}",2026-02-02T23:02:00Z,1,s-00260,sensor-coast,4.222,4.7.9,,2026-02-02 23:00:00+00:00,2026-02-02 23:02:00+00:00
4804,2026-02-02T23:00:00Z,s-00260-temp-11,temperature_c,"{""firmware"":""4.7.9""}",2026-02-02T23:02:00Z,1,s-00260,sensor-coast,4.222,4.7.9,,2026-02-02 23:00:00+00:00,2026-02-02 23:02:00+00:00
4805,2026-02-02T23:00:00Z,s-00263-temp-02,temperature_c,"{""firmware"":""4.8.1""}",2026-02-02T23:02:00Z,1,s-00263,sensor-coast,3.868,4.8.1,,2026-02-02 23:00:00+00:00,2026-02-02 23:02:00+00:00
4806,2026-02-03T00:00:00Z,s-00264-temp-00,temperature_c,"{""firmware"":""4.8.1""}",2026-02-03T00:01:00Z,1,s-00264,sensor-north,3.42,4.8.1,,2026-02-03 00:00:00+00:00,2026-02-03 00:01:00+00:00
4807,2026-02-03T00:00:00Z,s-00260-temp-12,temperature_c,"{""firmware"":""4.7.9""}",2026-02-03T00:02:00Z,1,s-00260,sensor-coast,5.912,4.7.9,,2026-02-03 00:00:00+00:00,2026-02-03 00:02:00+00:00
4808,2026-02-02T17:00:00Z,s-00259-temp-08,temperature_c,"{""correction"":""calibrated"",""firmware"":""4.8.1""}",2026-02-03T01:02:00Z,2,s-00259,sensor-central,2.806,4.8.1,calibrated,2026-02-02 17:00:00+00:00,2026-02-03 01:02:00+00:00
4809,2026-02-03T01:00:00Z,s-00261-temp-10,temperature_c,"{""firmware"":""4.8.1""}",2026-02-03T01:02:00Z,1,s-00261,sensor-north,3.973,4.8.1,,2026-02-03 01:00:00+00:00,2026-02-03 01:02:00+00:00
4810,2026-02-03T01:00:00Z,s-00264-temp-01,temperature_c,"{""firmware"":""4.8.1""}",2026-02-03T01:05:00Z,1,s-00264,sensor-north,2.919,4.8.1,,2026-02-03 01:00:00+00:00,2026-02-03 01:05:00+00:00
4811,2026-02-03T01:00:00Z,s-00260-temp-13,temperature_c,"{""firmware"":""4.7.9""}",2026-02-03T01:35:00Z,1,s-00260,sensor-coast,5.695,4.7.9,,2026-02-03 01:00:00+00:00,2026-02-03 01:35:00+00:00
4812,2026-02-03T01:00:00Z,s-00263-temp-04,temperature_c,"{""firmware"":""4.8.1""}",2026-02-03T01:35:00Z,1,s-00263,sensor-coast,3.275,4.8.1,,2026-02-03 01:00:00+00:00,2026-02-03 01:35:00+00:00
4813,2026-02-03T01:00:00Z,s-00263-temp-04,temperature_c,"{""firmware"":""4.8.1""}",2026-02-03T01:35:00Z,1,s-00263,sensor-coast,3.275,4.8.1,,2026-02-03 01:00:00+00:00,2026-02-03 01:35:00+00:00
4814,2026-02-02T23:00:00Z,s-00261-temp-08,temperature_c,"{""firmware"":""4.8.1""}",2026-02-03T02:00:00Z,1,s-00261,sensor-north,4.766,4.8.1,,2026-02-02 23:00:00+00:00,2026-02-03 02:00:00+00:00
4815,2026-02-03T02:00:00Z,s-00262-temp-08,temperature_c,"{""firmware"":""4.8.1""}",2026-02-03T02:00:00Z,1,s-00262,sensor-central,5.295,4.8.1,,2026-02-03 02:00:00+00:00,2026-02-03 02:00:00+00:00
4816,2026-02-03T02:00:00Z,s-00264-temp-02,temperature_c,"{""firmware"":""4.8.1""}",2026-02-03T02:02:00Z,1,s-00264,sensor-north,3.872,4.8.1,,2026-02-03 02:00:00+00:00,2026-02-03 02:02:00+00:00
4817,2026-02-03T02:00:00Z,s-00260-temp-14,temperature_c,"{""firmware"":""4.7.9""}",2026-02-03T02:35:00Z,1,s-00260,sensor-coast,4.792,4.7.9,,2026-02-03 02:00:00+00:00,2026-02-03 02:35:00+00:00
4818,2026-02-03T02:00:00Z,s-00261-temp-11,temperature_c,"{""firmware"":""4.8.1""}",2026-02-03T02:35:00Z,1,s-00261,sensor-north,4.494,4.8.1,,2026-02-03 02:00:00+00:00,2026-02-03 02:35:00+00:00
4819,2026-02-03T02:00:00Z,s-00261-temp-11,temperature_c,"{""firmware"":""4.8.1""}",2026-02-03T02:35:00Z,1,s-00261,sensor-north,4.494,4.8.1,,2026-02-03 02:00:00+00:00,2026-02-03 02:35:00+00:00
4820,2026-02-03T02:00:00Z,s-00263-temp-05,temperature_c,"{""firmware"":""4.8.1""}",2026-02-03T02:35:00Z,1,s-00263,sensor-coast,3.989,4.8.1,,2026-02-03 02:00:00+00:00,2026-02-03 02:35:00+00:00
4821,2026-02-03T00:00:00Z,s-00259-temp-15,temperature_c,"{""firmware"":""4.8.1""}",2026-02-03T03:00:00Z,1,s-00259,sensor-central,4.807,4.8.1,,2026-02-03 00:00:00+00:00,2026-02-03 03:00:00+00:00
4822,2026-02-03T00:00:00Z,s-00261-temp-09,temperature_c,"{""firmware"":""4.8.1""}",2026-02-03T03:00:00Z,1,s-00261,sensor-north,4.903,4.8.1,,2026-02-03 00:00:00+00:00,2026-02-03 03:00:00+00:00
4823,2026-02-03T00:00:00Z,s-00262-temp-06,temperature_c,"{""firmware"":""4.8.1""}",2026-02-03T03:00:00Z,1,s-00262,sensor-central,3.977,4.8.1,,2026-02-03 00:00:00+00:00,2026-02-03 03:00:00+00:00
4824,2026-02-03T00:00:00Z,s-00263-temp-03,temperature_c,"{""firmware"":""4.8.1""}",2026-02-03T03:00:00Z,1,s-00263,sensor-coast,4.48,4.8.1,,2026-02-03 00:00:00+00:00,2026-02-03 03:00:00+00:00
4825,2026-02-03T03:00:00Z,s-00263-temp-06,temperature_c,"{""firmware"":""4.8.1""}",2026-02-03T03:01:00Z,1,s-00263,sensor-coast,3.679,4.8.1,,2026-02-03 03:00:00+00:00,2026-02-03 03:01:00+00:00
4826,2026-02-03T03:00:00Z,s-00260-temp-15,temperature_c,"{""firmware"":""4.7.9""}",2026-02-03T03:05:00Z,1,s-00260,sensor-coast,4.246,4.7.9,,2026-02-03 03:00:00+00:00,2026-02-03 03:05:00+00:00
4827,2026-02-03T03:00:00Z,s-00264-temp-03,temperature_c,"{""firmware"":""4.8.1""}",2026-02-03T03:05:00Z,1,s-00264,sensor-north,5.315,4.8.1,,2026-02-03 03:00:00+00:00,2026-02-03 03:05:00+00:00
4828,2026-02-03T03:00:00Z,s-00265-temp-00,temperature_c,"{""firmware"":""4.7.9""}",2026-02-03T03:35:00Z,1,s-00265,sensor-central,4.186,4.7.9,,2026-02-03 03:00:00+00:00,2026-02-03 03:35:00+00:00
4829,2026-02-03T01:00:00Z,s-00262-temp-07,temperature_c,"{""firmware"":""4.8.1""}",2026-02-03T04:00:00Z,1,s-00262,sensor-central,4.0,4.8.1,,2026-02-03 01:00:00+00:00,2026-02-03 04:00:00+00:00
4830,2026-02-03T04:00:00Z,s-00261-temp-13,temperature_c,"{""firmware"":""4.8.1""}",2026-02-03T04:35:00Z,1,s-00261,sensor-north,5.069,4.8.1,,2026-02-03 04:00:00+00:00,2026-02-03 04:35:00+00:00
4831,2026-02-03T04:00:00Z,s-00262-temp-10,temperature_c,"{""firmware"":""4.8.1""}",2026-02-03T04:35:00Z,1,s-00262,sensor-central,4.7,4.8.1,,2026-02-03 04:00:00+00:00,2026-02-03 04:35:00+00:00
4832,2026-02-03T04:00:00Z,s-00263-temp-07,temperature_c,"{""firmware"":""4.8.1""}",2026-02-03T04:35:00Z,1,s-00263,sensor-coast,3.593,4.8.1,,2026-02-03 04:00:00+00:00,2026-02-03 04:35:00+00:00
4833,2026-02-03T04:00:00Z,s-00264-temp-04,temperature_c,"{""firmware"":""4.8.1""}",2026-02-03T04:35:00Z,1,s-00264,sensor-north,4.563,4.8.1,,2026-02-03 04:00:00+00:00,2026-02-03 04:35:00+00:00
4834,2026-02-03T04:00:00Z,s-00264-temp-04,temperature_c,"{""firmware"":""4.8.1""}",2026-02-03T04:35:00Z,1,s-00264,sensor-north,4.563,4.8.1,,2026-02-03 04:00:00+00:00,2026-02-03 04:35:00+00:00
4835,2026-02-03T04:00:00Z,s-00265-temp-01,temperature_c,"{""firmware"":""4.7.9""}",2026-02-03T04:35:00Z,1,s-00265,sensor-central,3.326,4.7.9,,2026-02-03 04:00:00+00:00,2026-02-03 04:35:00+00:00
4836,2026-02-03T05:00:00Z,s-00265-temp-02,temperature_c,"{""firmware"":""4.7.9""}",2026-02-03T05:00:00Z,1,s-00265,sensor-central,3.844,4.7.9,,2026-02-03 05:00:00+00:00,2026-02-03 05:00:00+00:00
4837,2026-02-03T05:00:00Z,s-00262-temp-11,temperature_c,"{""firmware"":""4.8.1""}",2026-02-03T05:01:00Z,1,s-00262,sensor-central,6.989,4.8.1,,2026-02-03 05:00:00+00:00,2026-02-03 05:01:00+00:00
4838,2026-02-03T05:00:00Z,s-00262-temp-11,temperature_c,"{""firmware"":""4.8.1""}",2026-02-03T05:01:00Z,1,s-00262,sensor-central,6.989,4.8.1,,2026-02-03 05:00:00+00:00,2026-02-03 05:01:00+00:00
4839,2026-02-03T03:00:00Z,s-00262-temp-09,temperature_c,"{""firmware"":""4.8.1""}",2026-02-03T06:00:00Z,1,s-00262,sensor-central,5.419,4.8.1,,2026-02-03 03:00:00+00:00,2026-02-03 06:00:00+00:00
4840,2026-02-03T05:00:00Z,s-00264-temp-05,temperature_c,"{""firmware"":""4.8.1""}",2026-02-03T05:05:00Z,1,s-00264,sensor-north,3.842,4.8.1,,2026-02-03 05:00:00+00:00,2026-02-03 05:05:00+00:00
4841,2026-02-03T03:00:00Z,s-00261-temp-12,temperature_c,"{""firmware"":""4.8.1""}",2026-02-03T06:00:00Z,1,s-00261,sensor-north,4.566,4.8.1,,2026-02-03 03:00:00+00:00,2026-02-03 06:00:00+00:00
4842,2026-02-03T05:00:00Z,s-00261-temp-14,temperature_c,"{""firmware"":""4.8.1""}",2026-02-03T05:02:00Z,1,s-00261,sensor-north,4.465,4.8.1,,2026-02-03 05:00:00+00:00,2026-02-03 05:02:00+00:00
4843,2026-02-03T06:00:00Z,s-00264-temp-06,temperature_c,"{""firmware"":""4.8.1""}",2026-02-03T06:00:00Z,1,s-00264,sensor-north,4.671,4.8.1,,2026-02-03 06:00:00+00:00,2026-02-03 06:00:00+00:00
4844,2026-02-03T06:00:00Z,s-00266-temp-00,temperature_c,"{""firmware"":""4.8.1""}",2026-02-03T06:00:00Z,1,s-00266,sensor-coast,4.091,4.8.1,,2026-02-03 06:00:00+00:00,2026-02-03 06:00:00+00:00
4845,2026-02-03T06:00:00Z,s-00262-temp-12,temperature_c,"{""firmware"":""4.8.1""}",2026-02-03T06:01:00Z,1,s-00262,sensor-central,6.635,4.8.1,,2026-02-03 06:00:00+00:00,2026-02-03 06:01:00+00:00
4846,2026-02-03T06:00:00Z,s-00263-temp-09,temperature_c,"{""firmware"":""4.8.1""}",2026-02-03T06:01:00Z,1,s-00263,sensor-coast,4.07,4.8.1,,2026-02-03 06:00:00+00:00,2026-02-03 06:01:00+00:00
4847,2026-02-03T06:00:00Z,s-00261-temp-15,temperature_c,"{""firmware"":""4.8.1""}",2026-02-03T06:05:00Z,1,s-00261,sensor-north,4.669,4.8.1,,2026-02-03 06:00:00+00:00,2026-02-03 06:05:00+00:00
4848,2026-02-03T07:00:00Z,s-00262-temp-13,temperature_c,"{""firmware"":""4.8.1""}",2026-02-03T07:00:00Z,1,s-00262,sensor-central,7.832,4.8.1,,2026-02-03 07:00:00+00:00,2026-02-03 07:00:00+00:00
4849,2026-02-03T07:00:00Z,s-00263-temp-10,temperature_c,"{""firmware"":""4.8.1""}",2026-02-03T07:01:00Z,1,s-00263,sensor-coast,4.897,4.8.1,,2026-02-03 07:00:00+00:00,2026-02-03 07:01:00+00:00
4850,2026-02-03T07:00:00Z,s-00264-temp-07,temperature_c,"{""firmware"":""4.8.1""}",2026-02-03T07:01:00Z,1,s-00264,sensor-north,5.122,4.8.1,,2026-02-03 07:00:00+00:00,2026-02-03 07:01:00+00:00
4851,2026-02-03T07:00:00Z,s-00265-temp-04,temperature_c,"{""firmware"":""4.7.9""}",2026-02-03T07:01:00Z,1,s-00265,sensor-central,4.289,4.7.9,,2026-02-03 07:00:00+00:00,2026-02-03 07:01:00+00:00
4852,2026-02-03T07:00:00Z,s-00265-temp-04,temperature_c,"{""firmware"":""4.7.9""}",2026-02-03T07:01:00Z,1,s-00265,sensor-central,4.289,4.7.9,,2026-02-03 07:00:00+00:00,2026-02-03 07:01:00+00:00
4853,2026-02-03T07:00:00Z,s-00266-temp-01,temperature_c,"{""firmware"":""4.8.1""}",2026-02-03T07:02:00Z,1,s-00266,sensor-coast,3.432,4.8.1,,2026-02-03 07:00:00+00:00,2026-02-03 07:02:00+00:00
4854,2026-02-03T08:00:00Z,s-00262-temp-14,temperature_c,"{""firmware"":""4.8.1""}",2026-02-03T08:00:00Z,1,s-00262,sensor-central,8.947,4.8.1,,2026-02-03 08:00:00+00:00,2026-02-03 08:00:00+00:00
4855,2026-02-03T05:00:00Z,s-00263-temp-08,temperature_c,"{""firmware"":""4.8.1""}",2026-02-03T08:00:00Z,1,s-00263,sensor-coast,4.987,4.8.1,,2026-02-03 05:00:00+00:00,2026-02-03 08:00:00+00:00
4856,2026-02-03T08:00:00Z,s-00265-temp-05,temperature_c,"{""firmware"":""4.7.9""}",2026-02-03T08:01:00Z,1,s-00265,sensor-central,3.837,4.7.9,,2026-02-03 08:00:00+00:00,2026-02-03 08:01:00+00:00
4857,2026-02-03T08:00:00Z,s-00264-temp-08,temperature_c,"{""firmware"":""4.8.1""}",2026-02-03T08:02:00Z,1,s-00264,sensor-north,3.682,4.8.1,,2026-02-03 08:00:00+00:00,2026-02-03 08:02:00+00:00
4858,2026-02-03T08:00:00Z,s-00263-temp-11,temperature_c,"{""firmware"":""4.8.1""}",2026-02-03T08:35:00Z,1,s-00263,sensor-coast,4.568,4.8.1,,2026-02-03 08:00:00+00:00,2026-02-03 08:35:00+00:00
4859,2026-02-03T08:00:00Z,s-00263-temp-11,temperature_c,"{""firmware"":""4.8.1""}",2026-02-03T08:35:00Z,1,s-00263,sensor-coast,4.568,4.8.1,,2026-02-03 08:00:00+00:00,2026-02-03 08:35:00+00:00
4860,2026-02-03T06:00:00Z,s-00265-temp-03,temperature_c,"{""firmware"":""4.7.9""}",2026-02-03T09:00:00Z,1,s-00265,sensor-central,3.486,4.7.9,,2026-02-03 06:00:00+00:00,2026-02-03 09:00:00+00:00
4861,2026-02-03T09:00:00Z,s-00265-temp-06,temperature_c,"{""firmware"":""4.7.9""}",2026-02-03T09:02:00Z,1,s-00265,sensor-central,4.907,4.7.9,,2026-02-03 09:00:00+00:00,2026-02-03 09:02:00+00:00
4862,2026-02-03T09:00:00Z,s-00266-temp-03,temperature_c,"{""firmware"":""4.8.1""}",2026-02-03T09:02:00Z,1,s-00266,sensor-coast,4.14,4.8.1,,2026-02-03 09:00:00+00:00,2026-02-03 09:02:00+00:00
4863,2026-02-03T09:00:00Z,s-00262-temp-15,temperature_c,"{""firmware"":""4.8.1""}",2026-02-03T09:35:00Z,1,s-00262,sensor-central,9.989,4.8.1,,2026-02-03 09:00:00+00:00,2026-02-03 09:35:00+00:00
4864,2026-02-03T09:00:00Z,s-00263-temp-12,temperature_c,"{""firmware"":""4.8.1""}",2026-02-03T09:35:00Z,1,s-00263,sensor-coast,5.236,4.8.1,,2026-02-03 09:00:00+00:00,2026-02-03 09:35:00+00:00
4865,2026-02-03T10:00:00Z,s-00263-temp-13,temperature_c,"{""firmware"":""4.8.1""}",2026-02-03T10:01:00Z,1,s-00263,sensor-coast,4.631,4.8.1,,2026-02-03 10:00:00+00:00,2026-02-03 10:01:00+00:00
4866,2026-02-03T10:00:00Z,s-00264-temp-10,temperature_c,"{""firmware"":""4.8.1""}",2026-02-03T10:01:00Z,1,s-00264,sensor-north,3.986,4.8.1,,2026-02-03 10:00:00+00:00,2026-02-03 10:01:00+00:00
4867,2026-02-03T10:00:00Z,s-00265-temp-07,temperature_c,"{""firmware"":""4.7.9""}",2026-02-03T10:02:00Z,1,s-00265,sensor-central,5.138,4.7.9,,2026-02-03 10:00:00+00:00,2026-02-03 10:02:00+00:00
4868,2026-02-03T10:00:00Z,s-00267-temp-01,temperature_c,"{""firmware"":""4.8.1""}",2026-02-03T10:35:00Z,1,s-00267,sensor-north,4.141,4.8.1,,2026-02-03 10:00:00+00:00,2026-02-03 10:35:00+00:00
4869,2026-02-03T11:00:00Z,s-00264-temp-11,temperature_c,"{""firmware"":""4.8.1""}",2026-02-03T11:00:00Z,1,s-00264,sensor-north,4.697,4.8.1,,2026-02-03 11:00:00+00:00,2026-02-03 11:00:00+00:00
4870,2026-02-03T11:00:00Z,s-00264-temp-11,temperature_c,"{""firmware"":""4.8.1""}",2026-02-03T11:00:00Z,1,s-00264,sensor-north,4.697,4.8.1,,2026-02-03 11:00:00+00:00,2026-02-03 11:00:00+00:00
4871,2026-02-03T08:00:00Z,s-00266-temp-02,temperature_c,"{""firmware"":""4.8.1""}",2026-02-03T11:00:00Z,1,s-00266,sensor-coast,4.324,4.8.1,,2026-02-03 08:00:00+00:00,2026-02-03 11:00:00+00:00
4872,2026-02-03T03:00:00Z,s-00262-ticket,door_open,"{""firmware"":null}",2026-02-03T11:23:00Z,1,s-00262,ops-console,1.0,,,2026-02-03 03:00:00+00:00,2026-02-03 11:23:00+00:00
4873,2026-02-03T11:00:00Z,s-00265-temp-08,temperature_c,"{""firmware"":""4.7.9""}",2026-02-03T11:35:00Z,1,s-00265,sensor-central,4.501,4.7.9,,2026-02-03 11:00:00+00:00,2026-02-03 11:35:00+00:00
4874,2026-02-03T11:00:00Z,s-00266-temp-05,temperature_c,"{""firmware"":""4.8.1""}",2026-02-03T11:35:00Z,1,s-00266,sensor-coast,4.217,4.8.1,,2026-02-03 11:00:00+00:00,2026-02-03 11:35:00+00:00
4875,2026-02-03T11:00:00Z,s-00267-temp-02,temperature_c,"{""firmware"":""4.8.1""}",2026-02-03T11:35:00Z,1,s-00267,sensor-north,3.392,4.8.1,,2026-02-03 11:00:00+00:00,2026-02-03 11:35:00+00:00
4876,2026-02-03T09:00:00Z,s-00264-temp-09,temperature_c,"{""firmware"":""4.8.1""}",2026-02-03T12:00:00Z,1,s-00264,sensor-north,4.74,4.8.1,,2026-02-03 09:00:00+00:00,2026-02-03 12:00:00+00:00
4877,2026-02-03T09:00:00Z,s-00267-temp-00,temperature_c,"{""firmware"":""4.8.1""}",2026-02-03T12:00:00Z,1,s-00267,sensor-north,3.778,4.8.1,,2026-02-03 09:00:00+00:00,2026-02-03 12:00:00+00:00
4878,2026-02-03T12:00:00Z,s-00263-temp-15,temperature_c,"{""firmware"":""4.8.1""}",2026-02-03T12:35:00Z,1,s-00263,sensor-coast,4.771,4.8.1,,2026-02-03 12:00:00+00:00,2026-02-03 12:35:00+00:00
4879,2026-02-03T12:00:00Z,s-00265-temp-09,temperature_c,"{""firmware"":""4.7.9""}",2026-02-03T12:35:00Z,1,s-00265,sensor-central,4.161,4.7.9,,2026-02-03 12:00:00+00:00,2026-02-03 12:35:00+00:00
4880,2026-02-03T10:00:00Z,s-00266-temp-04,temperature_c,"{""firmware"":""4.8.1""}",2026-02-03T13:00:00Z,1,s-00266,sensor-coast,3.624,4.8.1,,2026-02-03 10:00:00+00:00,2026-02-03 13:00:00+00:00
